FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE
352,Yamburg,,D,EASTERN EUROPE AND FORMER USSR,Russia,68.046606,76.025286,A,Onshore,1969,Gas,Supergiant,26177.328,8738.41,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,3602,1.1,Structural,Anticline
353,Yetypur,,D,EASTERN EUROPE AND FORMER USSR,Russia,64,77.551478,A,Onshore,1971,Gas,Giant,1101.667,386.772,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,2185,0.67,Structural,Anticline
354,Yuzhno-Samburg,,D,EASTERN EUROPE AND FORMER USSR,Russia,66.327775,77.083333,A,Onshore,1978,Gas,Giant,1750,740.035,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,10500,3.2,Structural,Anticline
355,Yuzhno-Tambey,,D,EASTERN EUROPE AND FORMER USSR,Russia,71.35,71.983333,B,Onshore,1974,Gas,Giant,583.333,221.375,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,8200,2.5,Structural,Anticline
356,Shibarghan,,G,ASIA AND OCEANIA,Afghanistan,36.999262,65.986723,A,Onshore,1959,Gas,Giant,598.333,157.656,1154,Amu-Darya Basin,BS000000065,AFGHAN - TAJIK,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,,,4000,1.22,Structural,Anticline
357,Yamsovey,,D,EASTERN EUROPE AND FORMER USSR,Russia,65.487394,75.531792,A,Onshore,1970,Gas,Giant,3999.875,1369.118,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,silty lithic sandstone,Mesozoic,Cretaceous,,,2920,0.89,Structural,Anticline
358,Burger,Chukchi Wainwright Dome,A,NORTH AMERICA,United States,71.220117,-163.443954,,Offshore,1990,Gas,Giant,3063.667,3063.667,5080,Chukchi Shelf OCS,BS000000343,NORTH SLOPE,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,5667,1.73,Structural,Anticline
359,B. Structure,,E,MIDDLE EAST,Iran,28.4,50.15,B,Onshore,1972,Gas,Supergiant,8333.333,3001.662,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,7500,2.29,Structural,Anticline
360,Kharasavey,,D,EASTERN EUROPE AND FORMER USSR,Russia,70.966667,67,B,Onshore,1974,Gas,Giant,4293.375,1629.334,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,4478,1.37,Structural,Anticline
361,Bovanenko,,D,EASTERN EUROPE AND FORMER USSR,Russia,70.36235,68.448975,A,Onshore,1971,Gas,Supergiant,12725.04,4467.499,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,3852,1.17,Structural,Anticline
362,Gyda,Gydan,D,EASTERN EUROPE AND FORMER USSR,Russia,70.666667,77.416667,B,Onshore,1978,Gas,Giant,855.965,361.968,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,4820,1.47,Structural,Anticline
363,Rusanov,Kara,D,EASTERN EUROPE AND FORMER USSR,Russia,73.264722,65.814444,B,Offshore,1982,Gas,Giant,4491,2127.959,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,6234,1.9,Structural,Anticline
364,Palyanovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.757536,66.968967,A,Onshore,1972,Gas,Giant,1083.333,390.216,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,5000,1.52,Structural,Anticline
365,Shatlyk,"Sheketli, Shekhitli",D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,37.516667,61.25,B,Onshore,1968,Gas,Giant,2255.207,734.39,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,10561,3.22,Structural,Anticline
366,Khalmerpayuta,,D,EASTERN EUROPE AND FORMER USSR,Russia,67.75,81.25,B,Onshore,1989,Gas,Giant,961.333,564.171,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,10115,3.08,Structural,Anticline
367,Nakhodka,,D,EASTERN EUROPE AND FORMER USSR,Russia,68,77.216667,B,Offshore,1972,Gas,Giant,826,297.525,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,5682,1.73,Structural,Anticline
368,Novyy Port,Novoportovskoye,D,EASTERN EUROPE AND FORMER USSR,Russia,67.88306,72.43139,B,Onshore,1964,Gas,Giant,1288.333,380.929,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,5682,1.73,Structural,Anticline
369,Nurma,,D,EASTERN EUROPE AND FORMER USSR,Russia,68.766667,71.766667,B,Onshore,1970,Gas,Giant,1090,373.096,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,6280,1.91,Structural,Anticline
370,Yah,,E,MIDDLE EAST,Yemen,15.333333,44.166667,B,Onshore,1985,Gas,Giant,833.333,431.723,2002,Yemen Volcanic Basin (South),BS000000294,SANA'A,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,6000,1.83,Structural,Anticline
371,Ludlov,,D,EASTERN EUROPE AND FORMER USSR,Russia,74.694722,47.104722,B,Offshore,1990,Gas,Giant,1353.333,820.241,1059,Ludlov Saddle,BS000000307,EAST BARENTS SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,4544,1.39,Structural,Anticline
372,Ubadari,,G,ASIA AND OCEANIA,Indonesia,-2.566667,132.633333,B,Offshore,1997,Gas,Giant,500,384.633,3805,Bintuni/Sulawati Province,BS000000170,BINTUNI,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,8202,2.5,Structural,Anticline
373,Evans Shoal,,G,ASIA AND OCEANIA,Australia,-10.08152,129.532,B,Offshore,1971,Gas,Giant,1315.833,461.962,3910,Bonaparte Gulf Basin,BS000000300,BONAPARTE,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,11565,3.53,Structural,Anticline
374,Vorwata,With Wiriagar-Deep = Tangguh,G,ASIA AND OCEANIA,Indonesia,-2.266667,133.1,B,Offshore,1997,Gas,Giant,1833.333,1410.321,3805,Bintuni/Sulawati Province,BS000000170,BINTUNI,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,8202,2.5,Structural,Anticline
375,Kazanskoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,57.258339,79.3579,A,Onshore,1967,Gas,Giant,658.333,209.188,1174,West Siberian Basin,BS000000310,OMSK/NYUROLKA SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,8350,2.55,Structural,Anticline
376,Whitefish,,A,NORTH AMERICA,Canada,77.2,-106.883333,B,Onshore,1979,Gas,Giant,833.333,833.333,5234,Sverdrup Basin,BS000000346,FRANKLINIAN - SVERDRUP,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,5500,1.68,Structural,Anticline
377,Ledovoye,Barents,D,EASTERN EUROPE AND FORMER USSR,Russia,74.051667,46.945,B,Offshore,1991,Gas,Giant,530.093,331.956,1050,South Barents Basin,BS000000307,EAST BARENTS SEA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,5459,1.66,Structural,Anticline
378,Pelyata,,D,EASTERN EUROPE AND FORMER USSR,Russia,69.616747,81.833242,A,Onshore,1969,Gas,Giant,1083.333,361.634,1175,Yenisey-Khatanga Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,9680,2.95,Structural,Anticline
379,Hassi R'Mel,,F,AFRICA,Algeria,32.957703,3.191017,A,Onshore,1957,Gas,Supergiant,21841.987,5504.317,2058,Grand Erg/Ahnet Basin,BS000000013,SAHARA,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,6972,2.13,Structural,Anticline
380,Sredne Vilyuy,Vilyuyskoye,D,EASTERN EUROPE AND FORMER USSR,Russia,63.452239,120.126019,A,Onshore,1963,Gas,Giant,1252.107,361.616,1214,Lena-Vilyuy Basin,BS000000798,VILYUY,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,8347,2.54,Structural,Anticline
381,Srednetyung,,D,EASTERN EUROPE AND FORMER USSR,Russia,64.176711,116.698317,A,Onshore,1976,Gas,Giant,549.897,220.144,1212,Kempendiay Region,BS000000798,VILYUY,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,8347,2.54,Structural,Anticline
382,Rhourde Nouss,,F,AFRICA,Algeria,29.7,6.7,A,Onshore,1962,Gas,Giant,1725,486.729,2054,Trias/Ghadames Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,8800,2.68,Structural,Anticline
383,Glynsko-Rozbyshev,,D,EASTERN EUROPE AND FORMER USSR,Ukraine,50.533333,33.6,B,Onshore,1958,Gas,Giant,643.333,165.76,1009,Dnieper-Donets Basin,BS000000482,DNIEPER - DONETS,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,6200,1.89,Structural,Anticline
384,Zapadno Krestishchenskoy,,D,EASTERN EUROPE AND FORMER USSR,Ukraine,49.683333,35.083333,B,Onshore,1968,Gas,Giant,1348.333,439.074,1009,Dnieper-Donets Basin,BS000000482,DNIEPER - DONETS,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,9760,2.98,Structural,Anticline
385,Pagoreni 1X,75-29-1X; Camisea Area,B,CENTRAL AND SOUTH AMERICA,Peru,-11.85,-72.716667,B,Onshore,1998,Gas,Giant,846.667,675.161,6043,Madre dos Dios Basin,BS000000145,UCAYALI,TYPE 3,SANDSTONE,,Paleozoic,Permian,Guadalupian,,8202,2.5,Structural,Anticline
386,Saih Nihayda,,E,MIDDLE EAST,Oman,21.588126,56.620477,B,Onshore,1972,Gas,Giant,603.735,217.465,2015,Central Oman Platform,BS000000033,RUB AL KHALI,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,8443,2.57,Structural,Anticline
387,Saih Rawl,,E,MIDDLE EAST,Oman,21.183333,56.416667,B,Onshore,1990,Gas,Giant,2007.287,1216.595,2014,Ghaba Salt Basin,BS000000033,RUB AL KHALI,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,4062,1.24,Structural,Anticline
388,Gidgealpa,,G,ASIA AND OCEANIA,Australia,-27.657031,140.113392,A,Onshore,1964,Gas,Giant,833.333,246.396,3924,Eromanga Basin,BS000000502,EROMANGA,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,6820,2.08,Structural,Anticline
389,Moomba,,G,ASIA AND OCEANIA,Australia,-27.397458,141.629117,A,Onshore,1964,Gas,Giant,833.333,246.396,3924,Eromanga Basin,BS000000502,EROMANGA,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,7850,2.39,Structural,Anticline
390,Petrel,,G,ASIA AND OCEANIA,Australia,-12.833333,128.466667,B,Offshore,1969,Gas,Giant,666.667,222.544,3910,Bonaparte Gulf Basin,BS000000300,BONAPARTE,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,12000,3.66,Structural,Anticline
391,Eunice,"Jalmat, Monument",A,NORTH AMERICA,United States,32.5,-103.25,A,Onshore,1929,Gas,Giant,1504.901,217.472,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,SANDSTONE,,Paleozoic,Permian,Cisuralian,,3700,1.13,Structural,Anticline
392,Korobki,,D,EASTERN EUROPE AND FORMER USSR,Russia,50.266667,45.383333,B,Onshore,1949,Gas,Giant,650,138.107,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 1,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,3000,0.91,Structural,Anticline
393,Kyrtaiol'skoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,57.311008,65.374625,A,Onshore,1970,Gas,Supergiant,9166.667,3137.66,1166,Turgay Depression,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Paleozoic,Devonian,Upper Devonian,,8200,2.5,Structural,Anticline
394,Margarita,,B,CENTRAL AND SOUTH AMERICA,Bolivia,-21.121281,-63.796847,A,Onshore,1998,Gas,Giant,2432,1939.361,6045,Santa Cruz-Tarija Basin,BS000000142,SANTA CRUZ,TYPE 3,SANDSTONE,,Paleozoic,Devonian,Middle Devonian,,,,Structural,Anticline
395,Ramos,,B,CENTRAL AND SOUTH AMERICA,Argentina,-22.383333,-64.8,B,Onshore,1928,Gas,Giant,554.06,78.632,6006,Andean Province,BS000000142,SANTA CRUZ,TYPE 3,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Lower Devonian,,9816,2.99,Structural,Anticline
396,San Pedrito,,B,CENTRAL AND SOUTH AMERICA,Argentina,-22.340333,-64.005336,A,Onshore,1996,Gas,Giant,1068.333,793.19,6045,Santa Cruz-Tarija Basin,BS000000142,SANTA CRUZ,TYPE 3,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Lower Devonian,,14469,4.41,Structural,Anticline
397,Hassi Messaoud,,F,AFRICA,Algeria,31.67361,6.06944,A,Onshore,1956,Gas,Supergiant,5120.412,1262.324,2054,Trias/Ghadames Basin,BS000000010,OUED MYA,TYPE 1,SANDSTONE,quartzose sandstone,Paleozoic,Cambrian,Series 3,,10171,3.1,Structural,Anticline
398,Taxs-Yur'yash,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.78765,113.141764,A,Onshore,1981,Gas,Giant,608.5,280.086,1210,Nepa-Botuoba Arch,BS000000628,NEPA - BOTUOBA,TYPE 1,SANDSTONE,quartzose sandstone,Neo-Proterozoic,Ediacaran,,,6293,1.92,Structural,Anticline
399,Soba,Sobinskoye,D,EASTERN EUROPE AND FORMER USSR,Russia,59.989167,102.276667,A,Onshore,1980,Gas,Giant,830,371.262,1207,Baykit Arch,BS000000398,BAYKIT HIGH,TYPE 1,SANDSTONE,,Neo-Proterozoic,Ediacaran,,,8238,2.51,Structural,Anticline
400,Sredne Botuoba,,D,EASTERN EUROPE AND FORMER USSR,Russia,60.989914,114.978914,A,Onshore,1970,Gas,Giant,1242.55,425.313,1211,Cis-Patom Foredeep,BS000000628,NEPA - BOTUOBA,TYPE 1,SANDSTONE,quartzose sandstone,Neo-Proterozoic,Ediacaran,,,6148,1.87,Structural,Anticline
