FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE
755,Tolbazy,,D,EASTERN EUROPE AND FORMER USSR,Russia,54.02861,55.85028,B,Onshore,1974,Oil,Giant,564.52,214.235,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,SANDSTONE,clastics,Paleozoic,Devonian,Upper Devonian,,7940,2.42,Stratigraphic,
756,Usa,Usanovskoye,D,EASTERN EUROPE AND FORMER USSR,Russia,66.257308,57.242108,A,Onshore,1962,Oil,Giant,598.09,168.758,1008,Timan-Pechora Basin,BS000000772,TIMAN - PECHORA,TYPE 2,SANDSTONE,,Paleozoic,Devonian,Upper Devonian,,10663,3.25,Stratigraphic,
757,East Texas,,A,NORTH AMERICA,United States,32.580653,-94.867333,A,Onshore,1930,Oil,Supergiant,5381.599,791.961,5048,East Texas Basin,BS000000497,EAST TEXAS SALT,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,3700,1.13,Stratigraphic,
758,Peciko,,G,ASIA AND OCEANIA,Indonesia,-1.05,117.35,B,Offshore,1991,Gas,Giant,1180,738.942,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,10663,3.25,Combination,
759,Baleia Franca,,B,CENTRAL AND SOUTH AMERICA,Brazil,-21.339533,-40.001074,B,Offshore,2003,Oil,Giant,660,634.75,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Paleogene,Oligocene,,8000,2.44,Stratigraphic,Gravity Flow
760,Cachalote,,B,CENTRAL AND SOUTH AMERICA,Brazil,-21.190883,-39.958519,B,Offshore,2002,Oil,Giant,805,744.969,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Paleogene,Eocene,,9500,2.9,Stratigraphic,Gravity Flow
761,1-ESS-130,,B,CENTRAL AND SOUTH AMERICA,Brazil,-21.519328,-39.614375,B,Offshore,2003,Oil,Giant,628,603.974,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Paleogene,Paleocene,,12800,3.9,Stratigraphic,Gravity Flow
762,Barracuda,,B,CENTRAL AND SOUTH AMERICA,Brazil,-22.754678,-40.515458,B,Offshore,1989,Oil,Giant,1200,704.236,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Paleogene,Paleocene,,7940,2.42,Stratigraphic,Gravity Flow
763,Golfinho,,B,CENTRAL AND SOUTH AMERICA,Brazil,-20.016947,-39.550629,B,Offshore,2003,Oil,Giant,560,538.575,6034,Espirito Santo Basin,BS000000045,ESPIRITO SANTO,TYPE 1,SANDSTONE,"sandstone, turbidite",Mesozoic,Cretaceous,Upper Cretaceous,,12401,3.78,Stratigraphic,Gravity Flow
764,Kamennomysskoye Severnoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,68.81,73.815333,B,Offshore,2000,Gas,Giant,1060.163,909.814,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,"sandstone, lacustrine swamp",Mesozoic,Cretaceous,,,3274,1,Combination,
765,Gumusut,,G,ASIA AND OCEANIA,Malaysia,5.808333,114.345833,B,Offshore,2003,Oil,Giant,550,528.958,3701,Baram Delta/Brunei-Sabah Basin,BS000000110,BARAM DELTA,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Pliocene,Zanclean,8836,2.69,Combination,
766,Akpo,,F,AFRICA,Nigeria,3.109825,6.832846,B,Offshore,2000,Oil,Giant,1143.333,981.189,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Neogene,Miocene,,10684,3.26,Combination,
767,Liaohe Complex,"Shuguang, Huanxiling, Shenyang",G,ASIA AND OCEANIA,China,41.254544,122.093811,A,Onshore,1958,Oil,Giant,500,128.829,3127,Bohaiwan Basin,BS000000243,NORTH CHINA,TYPE 3,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,3300,1.01,Combination,
768,Karamay Complex,,G,ASIA AND OCEANIA,China,45.586161,85.128244,A,Onshore,1963,Oil,Supergiant,5265.57,1520.726,3115,Junggar Basin,BS000000070,JUNGGAR,TYPE 2,SANDSTONE,conglomerate,Mesozoic,Triassic,Upper Triassic,,6890,2.1,Combination,
769,Tunu,,G,ASIA AND OCEANIA,Indonesia,-0.466667,117.516667,B,Onshore,1982,Gas,Giant,4378.677,2074.737,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,Tortonian,7200,2.2,Combination,
770,Kopanoar,,A,NORTH AMERICA,Canada,70.383333,-136.1,B,Offshore,1979,Gas,Giant,1000,1000,5239,Mackenzie Delta,BS000000344,BEAUFORT - MACKENZIE,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,10500,3.2,Stratigraphic,Gravity Flow
771,Koakoak,,A,NORTH AMERICA,Canada,70.366667,-134.116667,B,Offshore,1980,Oil,Giant,1200,1200,5239,Mackenzie Delta,BS000000344,BEAUFORT - MACKENZIE,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,11000,3.35,Stratigraphic,Gravity Flow
772,Jubarte,,B,CENTRAL AND SOUTH AMERICA,Brazil,-21.249398,-40.050313,B,Offshore,2002,Oil,Giant,560.325,518.54,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Paleogene,Paleocene,,9225,2.81,Stratigraphic,
773,Shah Deniz,,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,39.847778,50.415278,B,Offshore,1999,Gas,Giant,4483.333,3707.915,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,SANDSTONE,"sand, delta plain",Cenozoic,Neogene,Pliocene,Zanclean,20374,6.21,Combination,
774,Cano Limon,,B,CENTRAL AND SOUTH AMERICA,Colombia,6.516667,-71.083333,B,Onshore,1983,Oil,Giant,1066,520.153,6096,Llanos Basin,BS000000132,LLANOS,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Eocene,,7500,2.29,Structural,Fault
775,KO5 1,,G,ASIA AND OCEANIA,Malaysia,4.1,111,B,Offshore,1992,Gas,Giant,833.333,539.428,3702,Greater Sarawak Basin,BS000000126,SARAWAK - EAST NATUNA,TYPE 1,SANDSTONE,clastics,Cenozoic,Neogene,Pliocene,Piacenzian,6562,2,Structural,
776,Ikija,,F,AFRICA,Nigeria,3.416667,5.366667,B,Offshore,2000,Gas,Giant,500,429.091,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,,,Structural,
777,Bosi,,F,AFRICA,Nigeria,5.333333,4.166667,B,Offshore,1989,Gas,Giant,833.333,489.052,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Pliocene,Zanclean,,,Structural,
778,"Chayvo, Odoptu and Arkutun-Dagi",,D,EASTERN EUROPE AND FORMER USSR,Russia,52.683333,143.416667,B,Offshore,1979,Gas,Supergiant,5150,3333.663,1322,North Sakhalin Basin,BS000000276,EAST SAKHALIN - CENTRAL SEA OF OKHOTSK,TYPE 3,SANDSTONE,brecciated quartzose sandstone,Cenozoic,Neogene,Miocene,,7254,2.21,Structural,
779,Satun,,G,ASIA AND OCEANIA,Thailand,9.2,101.35,B,Offshore,1980,Gas,Giant,531.667,237.817,3507,Thai Basin,BS000000121,PATTANI,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,,,Structural,
781,Liwan 3-1-1,"Block 29/26, Zhujiangkou basin",G,ASIA AND OCEANIA,China,20.17,115.16,B,Offshore,2006,Gas,Giant,1000,1000,3130,Pearl River Mouth Basin,BS000000675,PEARL RIVER MOUTH,TYPE 3,SANDSTONE,sandstone (20% porosity),Cenozoic,Paleogene,Oligocene,,12608,3.84,Structural,
782,Kela,,G,ASIA AND OCEANIA,China,42.033333,82.583333,B,Onshore,1998,Gas,Giant,650.833,518.997,3154,Tarim Basin,BS000000078,TARIM,TYPE 2,SANDSTONE,,Cenozoic,Paleogene,Eocene,,11483,3.5,Structural,
783,Barracouta,,G,ASIA AND OCEANIA,Australia,-38.283333,147.77,B,Offshore,1965,Gas,Giant,937,283.708,3930,Gippsland Basin,BS000000519,GIPPSLAND,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Eocene,,,,Structural,
784,Antipayuta,,D,EASTERN EUROPE AND FORMER USSR,Russia,69.333333,75.083333,B,Onshore,1978,Gas,Giant,833.333,352.397,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,3081,0.94,Structural,
785,Gubkin,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.929283,76.484122,A,Onshore,1980,Gas,Giant,2083.333,931.883,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,,,Structural,
786,Punga,Punginskoye,D,EASTERN EUROPE AND FORMER USSR,Russia,62.400022,77.346264,A,Onshore,1961,Gas,Giant,584.6,161.195,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,,,Structural,
787,Semakovskoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,69,75,B,Offshore,1975,Gas,Giant,3166.667,1234.102,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,,,Structural,
788,Totayakha,,D,EASTERN EUROPE AND FORMER USSR,Russia,69.133333,76.516667,B,Onshore,1984,Gas,Giant,506.667,254.693,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,3032,0.92,Structural,
789,Yilake,,G,ASIA AND OCEANIA,China,41.548861,80.489564,A,Onshore,2003,Gas,Giant,525,504.915,3154,Tarim Basin,BS000000078,TARIM,TYPE 2,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,19416,5.92,Structural,
790,Arkticheskoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,69.733333,70.733333,B,Onshore,1968,Gas,Supergiant,10800,3516.931,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,5807,1.77,Structural,
791,Malygin,,D,EASTERN EUROPE AND FORMER USSR,Russia,72.2,70.433333,B,Onshore,1985,Gas,Giant,2499.428,1294.874,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,6155,1.88,Structural,
792,Yurkharovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,67.789943,77.041413,A,Onshore,1970,Gas,Giant,1602,548.349,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,7644,2.33,Structural,
793,Khanchey,Khangey,D,EASTERN EUROPE AND FORMER USSR,Russia,64.816667,79.4,B,Onshore,1990,Gas,Giant,771.5,467.598,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,9098,2.77,Structural,
794,Luginets,,D,EASTERN EUROPE AND FORMER USSR,Russia,60.099239,80.112608,A,Onshore,1967,Gas,Giant,691.413,219.699,1174,West Siberian Basin,BS000000310,OMSK/NYUROLKA SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,7001,2.13,Structural,
795,Titanichthys,,G,ASIA AND OCEANIA,Australia,-14.033333,123.233333,B,Offshore,2001,Gas,Giant,500,445.472,3913,Browse Basin,BS000000301,BROWSE,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,15098,4.6,Structural,
796,Tambey Severnyy,,D,EASTERN EUROPE AND FORMER USSR,Russia,71.816667,71.55,B,Onshore,1982,Gas,Giant,4120,1952.169,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,11460,3.49,Structural,
797,Char,,A,NORTH AMERICA,Canada,77.616667,-98.516667,B,Onshore,1979,Gas,Giant,500,500,5234,Sverdrup Basin,BS000000346,FRANKLINIAN - SVERDRUP,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,5150,1.57,Structural,
798,Hecla,,A,NORTH AMERICA,Canada,76.35,-110.25,B,Onshore,1975,Gas,Giant,666.667,666.667,5234,Sverdrup Basin,BS000000346,FRANKLINIAN - SVERDRUP,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,,,Structural,
799,Drake Point,,A,NORTH AMERICA,Canada,76.416667,-108.366667,B,Onshore,1973,Gas,Giant,1000,1000,5234,Sverdrup Basin,BS000000346,FRANKLINIAN - SVERDRUP,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,,,Structural,
977,Miran West 1,Kurdistan,E,MIDDLE EAST,Iraq,36.5,43,D,Onshore,2009,Oil,Giant,1500,1500,2030,Zagros Fold Belt,BS000000035,SOUTHEAST TURKEY FOLDBELT,TYPE 1,UNKNOWN,,Unknown,,,,,,Unknown,
800,Block 6406/02-07,,C,WESTERN EUROPE,Norway,64.839692,6.341717,B,Offshore,1999,Gas,Giant,566.667,468.658,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,SANDSTONE,"sandstone, marine delta front",Mesozoic,Jurassic,Lower Jurassic,,15681,4.78,Structural,
801,Block 6506/06-01,,C,WESTERN EUROPE,Norway,65.531919,6.963164,B,Offshore,2000,Gas,Giant,550,472,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,SANDSTONE,"sandstone, marine delta front",Mesozoic,Jurassic,Lower Jurassic,,14750,4.5,Structural,
802,Io,,G,ASIA AND OCEANIA,Australia,-19.783333,114.633333,B,Offshore,2001,Gas,Giant,500,445.472,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,quartzose sandstone,Mesozoic,Triassic,Upper Triassic,,3030,0.92,Structural,
803,Orthrus,,G,ASIA AND OCEANIA,Australia,-20.11002,114.69924,B,Offshore,1999,Gas,Giant,500,413.522,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,11712,3.57,Structural,
804,West Sole,,C,WESTERN EUROPE,United Kingdom,54.75,1.083333,B,Offshore,1965,Gas,Giant,500,151.391,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,SANDSTONE,,Paleozoic,Permian,Guadalupian,,,,Structural,
805,Ghazal,,E,MIDDLE EAST,Saudi Arabia,24.034917,48.089242,A,Onshore,2000,Gas,Giant,1130,969.746,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,"sandstone, fluvial braided stream",Paleozoic,Permian,Cisuralian,,13399,4.08,Structural,
806,Shaden,,E,MIDDLE EAST,Saudi Arabia,23.8356,48.407972,A,Onshore,1999,Gas,Giant,500,413.522,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,"sandstone, braided stream",Paleozoic,Permian,Cisuralian,,13720,4.18,Structural,
807,Sabalo,,B,CENTRAL AND SOUTH AMERICA,Bolivia,-21.266139,-63.645231,A,Onshore,1999,Gas,Giant,1966.387,1626.289,6045,Santa Cruz-Tarija Basin,BS000000142,SANTA CRUZ,TYPE 3,SANDSTONE,"sandstone, shallow marine",Paleozoic,Devonian,Lower Devonian,,10033,3.06,Structural,
808,Akkas,,E,MIDDLE EAST,Iraq,34.183333,40.95,B,Onshore,1992,Gas,Giant,516.667,334.445,2023,Widyan Basin-Int. Platform,BS000000037,TABUK,TYPE 1,SANDSTONE,fractured sandstone,Paleozoic,Ordovician,Middle Ordovician,,,,Structural,
809,Maastakh,,D,EASTERN EUROPE AND FORMER USSR,Russia,63.74895,124.256156,A,Onshore,1973,Gas,Giant,1065,393.695,1214,Lena-Vilyuy Basin,BS000000798,VILYUY,TYPE 1,SANDSTONE,,Neo-Proterozoic,Ediacaran,,,,,Structural,
810,Corocoro,,B,CENTRAL AND SOUTH AMERICA,Venezuela,10.080549,-62.291146,B,Offshore,1999,Oil,Giant,843.733,697.805,6098,East Venezuela Basin,BS000000336,TRINIDAD,TYPE 2,SANDSTONE,"sandstone, fluvial",Cenozoic,Neogene,Pliocene,,2497,0.76,Structural,
811,Erha,,F,AFRICA,Nigeria,5.35,4.333333,B,Offshore,1999,Oil,Giant,850,702.988,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Pliocene,Zanclean,8179,2.49,Structural,
812,Forcados Yokri,,F,AFRICA,Nigeria,5.353203,5.346811,A,Onshore,1968,Oil,Giant,935.69,304.7,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,10827,3.3,Structural,
813,Ukot,,F,AFRICA,Nigeria,3.483333,7.5,B,Offshore,1998,Oil,Giant,600,478.461,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,SANDSTONE,,Cenozoic,Neogene,Miocene,,,,Structural,
814,Dacion,,B,CENTRAL AND SOUTH AMERICA,Venezuela,8.933333,-63.866667,B,Onshore,1945,Oil,Giant,660,129.284,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,SANDSTONE,deltaic sandstone,Cenozoic,Neogene,Miocene,,,,Structural,
815,Kuang,,G,ASIA AND OCEANIA,Indonesia,-4,104,B,Onshore,1940,Oil,Giant,600,106.519,3828,South Sumatra Basin,BS000000238,SOUTH SUMATRA,TYPE 3,SANDSTONE,,Cenozoic,Neogene,Miocene,,5249,1.6,Structural,
816,Cueta-Tomoporo,,B,CENTRAL AND SOUTH AMERICA,Venezuela,9.54262,-71.031419,B,Onshore,2002,Oil,Giant,530,490.477,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,SANDSTONE,"sandstone, fluvial deltaic",Cenozoic,Neogene,Miocene,,17136,5.22,Structural,
817,Thunder Horse,See Crazy Horse; Mississippi Canyon Block 778 and 822,A,NORTH AMERICA,United States,28.192593,-88.481668,B,Offshore,1999,Oil,Giant,987.5,816.706,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Neogene,Miocene,,20000,6.1,Structural,
818,Thunder Horse North,,A,NORTH AMERICA,United States,28.21611,-88.481668,B,Offshore,2000,Oil,Giant,501.667,430.522,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,SANDSTONE,"sandstone, turbidite",Cenozoic,Neogene,Miocene,,20000,6.1,Structural,
819,Lakwa,,G,ASIA AND OCEANIA,India,26.932611,94.748442,A,Onshore,1964,Oil,Giant,500,147.838,8034,Assam,BS000000147,ASSAM,TYPE 2,SANDSTONE,sandstone: multi-stacked reservoirs established in deep water meandering channel-levee-overbank complexes,Cenozoic,Neogene,Miocene,,,,Structural,
820,Guntong,,G,ASIA AND OCEANIA,Malaysia,5.666667,105,B,Offshore,1983,Oil,Giant,500,243.974,3703,Malay Basin,BS000000117,MALAY,TYPE 3,SANDSTONE,"clean, medium-grained sandstones",Cenozoic,Paleogene,Oligocene,,,,Structural,
821,Zhongyuan,,G,ASIA AND OCEANIA,China,35.25,115.5,B,Onshore,1975,Oil,Giant,733,285.662,3127,Bohaiwan Basin,BS000000243,NORTH CHINA,TYPE 3,SANDSTONE,,Cenozoic,Paleogene,Eocene,,9300,2.84,Structural,
822,Jack-St. Malo-Big Foot,"Jack (WR 759), St. Malo (WR 678), Big Foot (WR 29); Lower Tertiary (Walker Ridge) Trend",A,NORTH AMERICA,United States,26.209225,-91.408224,B,Offshore,2004,Oil,Giant,926,926,5097,Gulf Cenozoic OCS,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Eocene,,28175,8.59,Structural,
823,Silvertip-Great White-Tiger-Tobabo-Trident,"Perdido Fold Belt/Alaminos Canyon Cluster,  Deepwater Lower Tertiary Trend",A,NORTH AMERICA,United States,26.5,-94.8,B,Offshore,2004,Oil,Giant,500,500,5097,Gulf Cenozoic OCS,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,SANDSTONE,,Cenozoic,Paleogene,Eocene,,,,Structural,
824,Palogue,Melut Basin,F,AFRICA,Sudan,10.448522,32.480036,A,Onshore,2003,Oil,Giant,600,577.045,7146,Sud,BS000000604,MELUT RIFT,TYPE 1,SANDSTONE,"sandstone, fluvial",Cenozoic,Paleogene,Paleocene,,5000,1.52,Structural,
825,Starogroznyy,,D,EASTERN EUROPE AND FORMER USSR,Russia,43.297922,45.702906,A,Onshore,1893,Oil,Giant,650,51.248,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,13500,4.12,Structural,
826,Miranga,,B,CENTRAL AND SOUTH AMERICA,Brazil,-12.354125,-38.189908,A,Onshore,1965,Oil,Giant,590,178.642,6032,Reconcavo Basin,BS000000057,RECONCAVO,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,,,3500,1.07,Structural,
827,Espoir,Jacqueville,F,AFRICA,Ivory Coast,5,-4.466667,B,Offshore,1980,Oil,Giant,1000,447.304,7183,Gulf of Guinea,BS000000087,COTE D'IVOIRE,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,6800,2.07,Structural,
828,Pravdinsk-Salym,,D,EASTERN EUROPE AND FORMER USSR,Russia,61.660008,71.939667,A,Onshore,1964,Oil,Supergiant,9581.573,2833.039,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,7585,2.31,Structural,
829,Raudhatain,,E,MIDDLE EAST,Kuwait,29.873736,47.723736,A,Onshore,1955,Oil,Supergiant,10024.745,2418.124,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,sand,Mesozoic,Cretaceous,Lower Cretaceous,,7900,2.41,Structural,
830,Greater Burgan,,E,MIDDLE EAST,Kuwait,28.962625,47.961003,A,Onshore,1938,Oil,Megagiant,67729.295,11570.699,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,3926,1.2,Structural,
831,Fereidoon,,E,MIDDLE EAST,Iran,29.3,49.2,B,Offshore,1960,Oil,Supergiant,10000,2695.143,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,,,Structural,
832,Sosnino,"Sovetskoye, Medvedev",D,EASTERN EUROPE AND FORMER USSR,Russia,60.879142,77.066083,A,Onshore,1962,Oil,Giant,4200,1185.08,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,11130,3.39,Structural,
833,Oktyabr'skoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,45.716589,43.232697,A,Onshore,1969,Oil,Giant,520,173.584,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,SANDSTONE,clastics,Mesozoic,Cretaceous,Lower Cretaceous,,,,Structural,
834,Tagra,,D,EASTERN EUROPE AND FORMER USSR,Russia,62.32417,78.20833,A,Onshore,1975,Oil,Giant,672.24,261.983,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,7234,2.21,Structural,
835,Abdalli,,E,MIDDLE EAST,Kuwait,30.066667,47.733333,B,Onshore,1990,Oil,Giant,525,318.197,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,"limestone, sandstone",Mesozoic,Cretaceous,Lower Cretaceous,,,,Structural,
836,Taylakovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,59.079622,73.862675,A,Onshore,1964,Oil,Giant,1301.5,384.822,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,8399,2.56,Structural,
837,Cisco,,A,NORTH AMERICA,Canada,77.416667,-106.433333,B,Onshore,1981,Oil,Giant,1000,1000,5234,Sverdrup Basin,BS000000346,FRANKLINIAN - SVERDRUP,TYPE 1,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,6500,1.98,Structural,
838,Vozey,,D,EASTERN EUROPE AND FORMER USSR,Russia,66.629661,57.151056,A,Onshore,1972,Oil,Giant,1000,360.199,1008,Timan-Pechora Basin,BS000000772,TIMAN - PECHORA,TYPE 2,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,,,Structural,
839,Kharyaga,,D,EASTERN EUROPE AND FORMER USSR,Russia,67.17361,56.69139,A,Onshore,1977,Oil,Giant,1077.83,443.401,1008,Timan-Pechora Basin,BS000000772,TIMAN - PECHORA,TYPE 2,SANDSTONE,,Mesozoic,Triassic,Lower Triassic,,5328,1.62,Structural,
840,Niban,,E,MIDDLE EAST,Saudi Arabia,23.663472,49.775592,A,Onshore,1999,Oil,Giant,2383.333,1971.122,2021,Greater Ghawar Uplift,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,SANDSTONE,"sandstone, braided stream",Paleozoic,Permian,Cisuralian,,13500,4.12,Structural,
841,Al Wafa,,F,AFRICA,Libya,28.924642,9.919727,A,Onshore,1991,Oil,Giant,590,369.471,2056,Illizi Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Upper Devonian,,,,Structural,
842,Nimr,,E,MIDDLE EAST,Oman,18.65,55.916667,B,Onshore,1980,Oil,Giant,500,223.652,2011,South Oman Salt Basin,BS000000033,RUB AL KHALI,TYPE 1,SANDSTONE,,Paleozoic,Cambrian,Furongian,,5906,1.8,Structural,
